# Integer indexing data points
# Moves	Failure Rate
1550	0.8945
1560	0.8845
1570	0.888
1580	0.8925
1590	0.893
1600	0.8895
1610	0.9025
1620	0.904
1630	0.9095
1640	0.91
1650	0.911
1660	0.91
1670	0.906
1680	0.9165
1690	0.91
1700	0.9265
1710	0.916
1720	0.9215
1730	0.91
1740	0.9305
1750	0.932
1760	0.9255
1770	0.9195
1780	0.936
1790	0.9305
1800	0.9295
1810	0.9405
1820	0.9465
1830	0.9415
1840	0.9375
1850	0.947
1860	0.944
1870	0.932
1880	0.9485
1890	0.9445
1900	0.9415
1910	0.9595
1920	0.9515
1930	0.955
1940	0.9665
1950	0.9585
1960	0.955
1970	0.961
1980	0.9535
1990	0.971
2000	0.9595

# Float indexing data points
# Moves	Failure Rate
10	0.0
20	0.0
30	0.0
40	0.0
50	0.0
60	0.0
70	0.0
80	0.0
90	0.0
100	0.0
110	0.0
120	0.0
130	0.0
140	0.0
150	0.0
160	0.0
170	0.0
180	0.0
190	0.0
200	0.0
210	0.0005
220	0.0
230	0.0005
240	0.0005
250	0.0
260	0.001
270	0.002
280	0.001
290	0.003
300	0.004
310	0.004
320	0.006
330	0.008
340	0.0135
350	0.0195
360	0.0265
370	0.0305
380	0.039
390	0.0465
400	0.0565
410	0.0625
420	0.081
430	0.0855
440	0.0925
450	0.116
460	0.1165
470	0.1395
480	0.162
490	0.1745
500	0.1925
510	0.216
520	0.2265
530	0.2385
540	0.2455
550	0.2555
560	0.295
570	0.308
580	0.327
590	0.343
600	0.3585
610	0.391
620	0.407
630	0.432
640	0.44
650	0.4675
660	0.4715
670	0.501
680	0.515
690	0.5315
700	0.55
710	0.561
720	0.5675
730	0.595
740	0.6085
750	0.617
760	0.6445
770	0.6445
780	0.6495
790	0.6555
800	0.686
810	0.692
820	0.719
830	0.6855
840	0.737
850	0.7235
860	0.745
870	0.7535
880	0.765
890	0.7655
900	0.786
910	0.795
920	0.792
930	0.81
940	0.803
950	0.8085
960	0.8105
970	0.839
980	0.834
990	0.844
1000	0.8365
1010	0.855
1020	0.852
1030	0.8605
1040	0.8515
1050	0.868
1060	0.8745
1070	0.878
1080	0.8875
1090	0.8975
1100	0.888
1110	0.896
1120	0.899
1130	0.911
1140	0.904
1150	0.912
1160	0.9175
1170	0.919
1180	0.919
1190	0.918
1200	0.9255
1210	0.9185
1220	0.935
1230	0.923
1240	0.938
1250	0.929
1260	0.9435
1270	0.947
1280	0.948
1290	0.956
1300	0.947
1310	0.9415
1320	0.9445
1330	0.953
1340	0.9535
1350	0.9475
1360	0.9445
1370	0.952
1380	0.955
1390	0.9585
1400	0.9575
1410	0.966
1420	0.961
1430	0.9645
1440	0.965
1450	0.9665
1460	0.968
1470	0.9735
1480	0.964
1490	0.9695
1500	0.9715
1510	0.9765
1520	0.98
1530	0.9745
1540	0.975
1550	0.9665
1560	0.977
1570	0.9795
1580	0.987
1590	0.9765
1600	0.981
1610	0.9825
1620	0.979
1630	0.987
1640	0.9845
1650	0.9845
1660	0.988
1670	0.9855
1680	0.983
1690	0.981
1700	0.985
1710	0.9865
1720	0.9895
1730	0.9835
1740	0.99
1750	0.987
1760	0.9875
1770	0.99
1780	0.9865
1790	0.992
1800	0.9935
1810	0.988
1820	0.9905
1830	0.9955
1840	0.9895
1850	0.99
1860	0.9925
1870	0.994
1880	0.993
1890	0.9945
1900	0.992
1910	0.995
1920	0.9905
1930	0.992
1940	0.9935
1950	0.9925
1960	0.9935
1970	0.9935
1980	0.9935
1990	0.992
2000	0.9935
